Color at (1490, 795): R=117, G=100, B=80
Color at (1490, 795): R=87, G=65, B=38
Color at (1490, 795): R=87, G=65, B=38
Color at (1490, 795): R=87, G=65, B=38
Color at (1490, 795): R=88, G=65, B=38
Color at (1490, 795): R=87, G=65, B=38
Color at (1490, 795): R=87, G=65, B=38
Color at (1490, 795): R=87, G=65, B=38
Color at (1490, 795): R=88, G=65, B=38
Color at (1490, 795): R=87, G=65, B=37
Color at (1490, 795): R=87, G=66, B=38
Color at (1490, 795): R=87, G=66, B=38
Color at (1490, 795): R=87, G=67, B=39
Color at (1490, 795): R=96, G=91, B=50
Color at (1490, 795): R=89, G=70, B=39
Color at (1490, 795): R=86, G=67, B=39
Color at (1490, 795): R=91, G=68, B=41
Color at (1490, 795): R=90, G=66, B=40
Color at (1490, 795): R=90, G=66, B=40
Color at (1490, 795): R=91, G=67, B=41
Color at (1490, 795): R=90, G=67, B=41
Color at (1490, 795): R=88, G=65, B=39
Color at (1490, 795): R=89, G=65, B=39
Color at (1490, 795): R=88, G=65, B=39
Color at (1490, 795): R=88, G=65, B=39
Color at (1490, 795): R=88, G=65, B=39
Color at (1490, 795): R=88, G=65, B=39
Color at (1490, 795): R=89, G=65, B=39
Color at (1490, 795): R=88, G=65, B=39
Color at (1490, 795): R=88, G=65, B=39
Color at (1490, 795): R=88, G=64, B=39
Color at (1490, 795): R=87, G=64, B=39
Color at (1490, 795): R=87, G=64, B=39
Color at (1490, 795): R=88, G=64, B=39
Color at (1490, 795): R=86, G=64, B=38
Color at (1490, 795): R=86, G=64, B=38
Color at (1490, 795): R=87, G=65, B=39
Color at (1490, 795): R=87, G=65, B=39
Color at (1490, 795): R=86, G=64, B=38
Color at (1490, 795): R=87, G=65, B=38
Color at (1490, 795): R=87, G=65, B=38
Color at (1490, 795): R=86, G=65, B=38
Color at (1490, 795): R=86, G=65, B=38
Color at (1490, 795): R=85, G=64, B=37
Color at (1490, 795): R=85, G=64, B=37
Color at (1490, 795): R=85, G=64, B=37
Color at (1490, 795): R=86, G=65, B=37
Color at (1490, 795): R=85, G=65, B=36
Color at (1490, 795): R=85, G=67, B=39
Color at (1490, 795): R=155, G=227, B=221
Color at (1490, 795): R=88, G=67, B=41
Color at (1490, 795): R=87, G=66, B=39
Color at (1490, 795): R=88, G=67, B=39
Color at (1490, 795): R=92, G=72, B=39
Color at (1490, 795): R=96, G=76, B=41
Color at (1490, 795): R=97, G=76, B=41
Color at (1490, 795): R=97, G=76, B=41
Color at (1490, 795): R=95, G=74, B=41
Color at (1490, 795): R=94, G=73, B=41
Color at (1490, 795): R=94, G=73, B=41
Color at (1490, 795): R=93, G=72, B=40
Color at (1490, 795): R=92, G=71, B=39
Color at (1490, 795): R=91, G=70, B=38
Color at (1490, 795): R=90, G=69, B=38
Color at (1490, 795): R=90, G=69, B=38
Color at (1490, 795): R=91, G=68, B=41
Color at (1490, 795): R=95, G=208, B=193
Color at (1490, 795): R=233, G=252, B=207
Color at (1490, 795): R=87, G=65, B=38
Color at (1490, 795): R=89, G=66, B=40
Color at (1490, 795): R=88, G=65, B=40
Color at (1490, 795): R=89, G=65, B=40
Color at (1490, 795): R=89, G=65, B=40
Color at (1490, 795): R=88, G=65, B=39
Color at (1490, 795): R=87, G=64, B=39
Color at (1490, 795): R=88, G=64, B=39
Color at (1490, 795): R=88, G=64, B=39
Color at (1490, 795): R=88, G=64, B=39
Color at (1490, 795): R=88, G=64, B=39
Color at (1490, 795): R=89, G=65, B=39
Color at (1490, 795): R=88, G=64, B=39
Color at (1490, 795): R=88, G=64, B=39
Color at (1490, 795): R=88, G=64, B=39
Color at (1490, 795): R=88, G=64, B=39
Color at (1490, 795): R=88, G=64, B=39
Color at (1490, 795): R=88, G=64, B=39
Color at (1490, 795): R=88, G=64, B=39
Color at (1490, 795): R=87, G=64, B=38
Color at (1490, 795): R=87, G=64, B=38
Color at (1490, 795): R=87, G=64, B=38
Color at (1490, 795): R=87, G=64, B=38
Color at (1490, 795): R=87, G=64, B=38
Color at (1490, 795): R=88, G=64, B=38
Color at (1490, 795): R=88, G=64, B=38
Color at (1490, 795): R=88, G=64, B=38
Color at (1490, 795): R=87, G=64, B=38
Color at (1490, 795): R=87, G=64, B=38
Color at (1490, 795): R=86, G=64, B=38
Color at (1490, 795): R=86, G=64, B=38
Color at (1490, 795): R=86, G=64, B=39
Color at (1490, 795): R=86, G=65, B=39
Color at (1490, 795): R=108, G=162, B=127
Color at (1490, 795): R=100, G=89, B=43
Color at (1490, 795): R=91, G=75, B=41
Color at (1490, 795): R=95, G=75, B=41
Color at (1490, 795): R=93, G=73, B=39
Color at (1490, 795): R=92, G=71, B=38
Color at (1490, 795): R=90, G=69, B=38
Color at (1490, 795): R=89, G=69, B=38
Color at (1490, 795): R=91, G=67, B=40
Color at (1490, 795): R=90, G=66, B=38
Color at (1490, 795): R=90, G=66, B=40
Color at (1490, 795): R=89, G=66, B=39
Color at (1490, 795): R=88, G=65, B=39
Color at (1490, 795): R=89, G=65, B=39
Color at (1490, 795): R=88, G=65, B=39
Color at (1490, 795): R=88, G=65, B=39
Color at (1490, 795): R=89, G=65, B=39
Color at (1490, 795): R=88, G=65, B=37
Color at (1490, 795): R=89, G=66, B=37
Color at (1490, 795): R=90, G=66, B=37
Color at (1490, 795): R=90, G=67, B=37
Color at (1490, 795): R=89, G=67, B=37
Color at (1490, 795): R=89, G=66, B=36
Color at (1490, 795): R=89, G=65, B=36
Color at (1490, 795): R=88, G=64, B=36
Color at (1490, 795): R=88, G=64, B=37
Color at (1490, 795): R=88, G=64, B=37
Color at (1490, 795): R=88, G=64, B=37
Color at (1490, 795): R=88, G=63, B=37
Color at (1490, 795): R=88, G=63, B=37
Color at (1490, 795): R=88, G=63, B=37
Color at (1490, 795): R=88, G=63, B=37
Color at (1490, 795): R=88, G=63, B=37
Color at (1490, 795): R=88, G=64, B=37
Color at (1490, 795): R=88, G=64, B=37
Color at (1490, 795): R=87, G=64, B=37
Color at (1490, 795): R=87, G=63, B=36
Color at (1490, 795): R=87, G=63, B=36
Color at (1490, 795): R=87, G=63, B=36
Color at (1490, 795): R=87, G=63, B=36
Color at (1490, 795): R=87, G=63, B=36
Color at (1490, 795): R=87, G=63, B=36
Color at (1490, 795): R=87, G=63, B=36
Color at (1490, 795): R=86, G=63, B=36
Color at (1490, 795): R=86, G=63, B=36
Color at (1490, 795): R=86, G=63, B=36
Color at (1490, 795): R=86, G=63, B=36
Color at (1490, 795): R=87, G=63, B=36
Color at (1490, 795): R=87, G=63, B=36
Color at (1490, 795): R=87, G=64, B=37
Color at (1490, 795): R=88, G=64, B=37
Color at (1490, 795): R=88, G=65, B=37
Color at (1490, 795): R=87, G=65, B=37
Color at (1490, 795): R=88, G=65, B=38
Color at (1490, 795): R=88, G=65, B=38
Color at (1490, 795): R=88, G=65, B=37
Color at (1490, 795): R=88, G=65, B=37
Color at (1490, 795): R=90, G=67, B=37
Color at (1490, 795): R=90, G=67, B=37
Color at (1490, 795): R=91, G=68, B=37
Color at (1490, 795): R=91, G=68, B=37
Color at (1490, 795): R=90, G=67, B=38
Color at (1490, 795): R=90, G=67, B=38
Color at (1490, 795): R=90, G=66, B=38
Color at (1490, 795): R=90, G=66, B=38
Color at (1490, 795): R=89, G=65, B=37
Color at (1490, 795): R=89, G=65, B=37
Color at (1490, 795): R=89, G=65, B=38
Color at (1490, 795): R=89, G=65, B=38
Color at (1490, 795): R=89, G=65, B=38
Color at (1490, 795): R=90, G=66, B=39
Color at (1490, 795): R=90, G=66, B=39
Color at (1490, 795): R=90, G=66, B=39
Color at (1490, 795): R=89, G=66, B=39
Color at (1490, 795): R=89, G=66, B=39
Color at (1490, 795): R=88, G=66, B=39
Color at (1490, 795): R=88, G=66, B=38
Color at (1490, 795): R=89, G=66, B=38
Color at (1490, 795): R=89, G=67, B=38
Color at (1490, 795): R=90, G=67, B=38
Color at (1490, 795): R=90, G=67, B=38
Color at (1490, 795): R=90, G=67, B=39
Color at (1490, 795): R=89, G=66, B=39
Color at (1490, 795): R=89, G=65, B=39
Color at (1490, 795): R=89, G=65, B=39
Color at (1490, 795): R=89, G=65, B=39
Color at (1490, 795): R=88, G=65, B=38
Color at (1490, 795): R=88, G=64, B=38
Color at (1490, 795): R=89, G=65, B=39
Color at (1490, 795): R=89, G=65, B=39
Color at (1490, 795): R=89, G=65, B=38
Color at (1490, 795): R=89, G=65, B=38
Color at (1490, 795): R=89, G=65, B=38
Color at (1490, 795): R=89, G=65, B=38
Color at (1490, 795): R=89, G=65, B=38
Color at (1490, 795): R=89, G=65, B=38
Color at (1490, 795): R=89, G=65, B=38
Color at (1490, 795): R=89, G=65, B=38
Color at (1490, 795): R=90, G=65, B=38
Color at (1490, 795): R=90, G=64, B=37
Color at (1490, 795): R=90, G=65, B=37
Color at (1490, 795): R=90, G=65, B=37
Color at (1490, 795): R=90, G=65, B=37
Color at (1490, 795): R=90, G=65, B=36
Color at (1490, 795): R=91, G=65, B=36
Color at (1490, 795): R=90, G=65, B=36
Color at (1490, 795): R=90, G=65, B=36
Color at (1490, 795): R=89, G=65, B=36
Color at (1490, 795): R=90, G=65, B=36
Color at (1490, 795): R=90, G=65, B=36
Color at (1490, 795): R=90, G=65, B=36
Color at (1490, 795): R=90, G=66, B=36
Color at (1490, 795): R=89, G=66, B=36
Color at (1490, 795): R=89, G=66, B=37
Color at (1490, 795): R=88, G=67, B=38
Color at (1490, 795): R=100, G=175, B=149
Color at (1490, 795): R=233, G=252, B=205
Color at (1490, 795): R=92, G=69, B=42
Color at (1490, 795): R=92, G=69, B=42
Color at (1490, 795): R=91, G=68, B=42
Color at (1490, 795): R=92, G=68, B=42
Color at (1490, 795): R=92, G=68, B=42
Color at (1490, 795): R=92, G=68, B=42
Color at (1490, 795): R=93, G=69, B=42
Color at (1490, 795): R=93, G=69, B=42
Color at (1490, 795): R=94, G=69, B=42
Color at (1490, 795): R=93, G=68, B=41
Color at (1490, 795): R=94, G=69, B=42
Color at (1490, 795): R=93, G=68, B=41
Color at (1490, 795): R=92, G=68, B=41
Color at (1490, 795): R=93, G=68, B=41
Color at (1490, 795): R=93, G=69, B=41
Color at (1490, 795): R=93, G=70, B=41
Color at (1490, 795): R=94, G=70, B=41
Color at (1490, 795): R=94, G=69, B=41
Color at (1490, 795): R=94, G=69, B=40
Color at (1490, 795): R=94, G=68, B=41
Color at (1490, 795): R=94, G=68, B=41
Color at (1490, 795): R=94, G=68, B=41
Color at (1490, 795): R=94, G=68, B=41
Color at (1490, 795): R=94, G=68, B=41
Color at (1490, 795): R=92, G=67, B=40
Color at (1490, 795): R=92, G=67, B=40
Color at (1490, 795): R=92, G=67, B=41
Color at (1490, 795): R=93, G=67, B=41
Color at (1490, 795): R=93, G=67, B=41
Color at (1490, 795): R=93, G=67, B=41
Color at (1490, 795): R=92, G=67, B=41
Color at (1490, 795): R=92, G=68, B=42
Color at (1490, 795): R=91, G=69, B=44
Color at (1490, 795): R=113, G=138, B=89
Color at (1490, 795): R=107, G=91, B=49
Color at (1490, 795): R=102, G=77, B=47
Color at (1490, 795): R=98, G=73, B=44
Color at (1490, 795): R=97, G=73, B=44
Color at (1490, 795): R=97, G=72, B=45
Color at (1490, 795): R=96, G=71, B=44
Color at (1490, 795): R=96, G=71, B=44
Color at (1490, 795): R=95, G=71, B=44
Color at (1490, 795): R=93, G=70, B=43
Color at (1490, 795): R=93, G=69, B=42
Color at (1490, 795): R=93, G=69, B=42
Color at (1490, 795): R=93, G=69, B=42
Color at (1490, 795): R=93, G=69, B=42
Color at (1490, 795): R=92, G=68, B=41
Color at (1490, 795): R=93, G=68, B=41
Color at (1490, 795): R=92, G=68, B=41
Color at (1490, 795): R=92, G=68, B=40
Color at (1490, 795): R=92, G=67, B=40
Color at (1490, 795): R=92, G=67, B=40
Color at (1490, 795): R=92, G=67, B=40
Color at (1490, 795): R=92, G=67, B=40
Color at (1490, 795): R=92, G=68, B=40
Color at (1490, 795): R=93, G=67, B=39
Color at (1490, 795): R=93, G=67, B=39
Color at (1490, 795): R=93, G=67, B=39
Color at (1490, 795): R=93, G=67, B=39
Color at (1490, 795): R=93, G=66, B=38
Color at (1490, 795): R=93, G=66, B=38
Color at (1490, 795): R=92, G=66, B=37
Color at (1490, 795): R=92, G=66, B=37
Color at (1490, 795): R=91, G=65, B=37
Color at (1490, 795): R=92, G=66, B=37
Color at (1490, 795): R=92, G=66, B=37
Color at (1490, 795): R=92, G=66, B=37
Color at (1490, 795): R=91, G=66, B=36
Color at (1490, 795): R=91, G=66, B=36
Color at (1490, 795): R=92, G=66, B=36
Color at (1490, 795): R=92, G=66, B=36
Color at (1490, 795): R=92, G=67, B=36
Color at (1490, 795): R=91, G=67, B=36
Color at (1490, 795): R=91, G=67, B=36
Color at (1490, 795): R=91, G=66, B=36
Color at (1490, 795): R=91, G=66, B=36
Color at (1490, 795): R=91, G=66, B=37
Color at (1490, 795): R=92, G=66, B=37
Color at (1490, 795): R=91, G=65, B=37
Color at (1490, 795): R=91, G=65, B=37
Color at (1490, 795): R=90, G=65, B=37
Color at (1490, 795): R=90, G=65, B=37
Color at (1490, 795): R=90, G=65, B=37
Color at (1490, 795): R=90, G=65, B=37
Color at (1490, 795): R=91, G=65, B=37
Color at (1490, 795): R=92, G=66, B=38
Color at (1490, 795): R=94, G=68, B=41
Color at (1490, 795): R=94, G=68, B=41
Color at (1490, 795): R=93, G=68, B=41
Color at (1490, 795): R=92, G=67, B=40
Color at (1490, 795): R=91, G=67, B=40
Color at (1490, 795): R=92, G=67, B=41
Color at (1490, 795): R=92, G=68, B=41
Color at (1490, 795): R=92, G=68, B=41
Color at (1490, 795): R=93, G=68, B=40
Color at (1490, 795): R=93, G=68, B=40
Color at (1490, 795): R=92, G=67, B=39
Color at (1490, 795): R=92, G=67, B=39
Color at (1490, 795): R=92, G=67, B=39
Color at (1490, 795): R=92, G=67, B=39
Color at (1490, 795): R=92, G=67, B=39
Color at (1490, 795): R=92, G=67, B=39
Color at (1490, 795): R=91, G=66, B=38
Color at (1490, 795): R=92, G=66, B=38
Color at (1490, 795): R=92, G=67, B=39
Color at (1490, 795): R=92, G=67, B=39
Color at (1490, 795): R=91, G=66, B=39
Color at (1490, 795): R=91, G=67, B=39
Color at (1490, 795): R=92, G=67, B=40
Color at (1490, 795): R=92, G=68, B=40
Color at (1490, 795): R=93, G=68, B=40
Color at (1490, 795): R=93, G=69, B=38
Color at (1490, 795): R=93, G=69, B=38
Color at (1490, 795): R=92, G=69, B=38
Color at (1490, 795): R=92, G=68, B=39
Color at (1490, 795): R=91, G=67, B=39
Color at (1490, 795): R=91, G=67, B=39
Color at (1490, 795): R=92, G=67, B=39
Color at (1490, 795): R=92, G=67, B=39
Color at (1490, 795): R=92, G=67, B=39
Color at (1490, 795): R=92, G=66, B=39
Color at (1490, 795): R=92, G=66, B=39
Color at (1490, 795): R=92, G=66, B=39
Color at (1490, 795): R=92, G=66, B=39
Color at (1490, 795): R=92, G=66, B=39
Color at (1490, 795): R=92, G=67, B=40
Color at (1490, 795): R=92, G=67, B=40
Color at (1490, 795): R=92, G=67, B=40
Color at (1490, 795): R=91, G=66, B=39
Color at (1490, 795): R=92, G=67, B=39
Color at (1490, 795): R=91, G=67, B=39
Color at (1490, 795): R=92, G=68, B=38
Color at (1490, 795): R=92, G=68, B=38
Color at (1490, 795): R=92, G=68, B=39
Color at (1490, 795): R=91, G=67, B=39
Color at (1490, 795): R=91, G=67, B=39
Color at (1490, 795): R=92, G=66, B=39
Color at (1490, 795): R=92, G=66, B=38
Color at (1490, 795): R=92, G=66, B=38
Color at (1490, 795): R=92, G=66, B=38
Color at (1490, 795): R=92, G=66, B=38
Color at (1490, 795): R=91, G=65, B=37
Color at (1490, 795): R=92, G=65, B=37
Color at (1490, 795): R=92, G=65, B=37
Color at (1490, 795): R=92, G=65, B=37
Color at (1490, 795): R=92, G=65, B=37
Color at (1490, 795): R=92, G=65, B=37
Color at (1490, 795): R=92, G=65, B=37
Color at (1490, 795): R=92, G=65, B=36
Color at (1490, 795): R=92, G=66, B=36
Color at (1490, 795): R=92, G=66, B=36
Color at (1490, 795): R=92, G=67, B=36
Color at (1490, 795): R=92, G=67, B=36
Color at (1490, 795): R=92, G=68, B=36
Color at (1490, 795): R=92, G=67, B=36
Color at (1490, 795): R=92, G=66, B=36
Color at (1490, 795): R=92, G=66, B=36
Color at (1490, 795): R=92, G=65, B=38
Color at (1490, 795): R=91, G=65, B=38
Color at (1490, 795): R=92, G=66, B=38
Color at (1490, 795): R=92, G=65, B=38
Color at (1490, 795): R=92, G=65, B=38
Color at (1490, 795): R=91, G=65, B=38
Color at (1490, 795): R=91, G=65, B=38
Color at (1490, 795): R=91, G=65, B=38
Color at (1490, 795): R=91, G=66, B=38
Color at (1490, 795): R=92, G=66, B=38
Color at (1490, 795): R=92, G=66, B=38
Color at (1490, 795): R=92, G=67, B=39
Color at (1490, 795): R=92, G=67, B=39
Color at (1490, 795): R=93, G=67, B=39
Color at (1490, 795): R=92, G=68, B=38
Color at (1490, 795): R=93, G=68, B=38
Color at (1490, 795): R=93, G=69, B=38
Color at (1490, 795): R=93, G=68, B=39
Color at (1490, 795): R=93, G=67, B=39
Color at (1490, 795): R=93, G=67, B=39
Color at (1490, 795): R=93, G=67, B=38
Color at (1490, 795): R=94, G=67, B=38
Color at (1490, 795): R=94, G=67, B=38
Color at (1490, 795): R=94, G=67, B=38
Color at (1490, 795): R=94, G=67, B=38
Color at (1490, 795): R=94, G=67, B=38
Color at (1490, 795): R=95, G=67, B=38
Color at (1490, 795): R=94, G=67, B=37
Color at (1490, 795): R=94, G=67, B=37
Color at (1490, 795): R=94, G=67, B=38
Color at (1490, 795): R=95, G=68, B=38
Color at (1490, 795): R=95, G=68, B=38
Color at (1490, 795): R=95, G=68, B=38
Color at (1490, 795): R=95, G=69, B=38
Color at (1490, 795): R=96, G=69, B=38
Color at (1490, 795): R=94, G=68, B=37
Color at (1490, 795): R=95, G=68, B=38
Color at (1490, 795): R=94, G=67, B=38
Color at (1490, 795): R=94, G=67, B=38
Color at (1490, 795): R=93, G=67, B=38
Color at (1490, 795): R=94, G=68, B=38
Color at (1490, 795): R=95, G=68, B=40
Color at (1490, 795): R=94, G=68, B=40
Color at (1490, 795): R=95, G=68, B=40
Color at (1490, 795): R=94, G=67, B=40
Color at (1490, 795): R=94, G=68, B=40
Color at (1490, 795): R=94, G=68, B=40
Color at (1490, 795): R=94, G=68, B=40
Color at (1490, 795): R=92, G=67, B=38
Color at (1490, 795): R=92, G=67, B=39
Color at (1490, 795): R=92, G=67, B=39
Color at (1490, 795): R=92, G=67, B=39
Color at (1490, 795): R=104, G=123, B=86
Color at (1490, 795): R=115, G=126, B=49
Color at (1490, 795): R=104, G=83, B=42
Color at (1490, 795): R=117, G=102, B=44
Color at (1490, 795): R=120, G=107, B=44
Color at (1490, 795): R=138, G=127, B=48
Color at (1490, 795): R=138, G=127, B=48
Color at (1490, 795): R=135, G=122, B=46
Color at (1490, 795): R=130, G=118, B=46
Color at (1490, 795): R=123, G=101, B=45
Color at (1490, 795): R=112, G=83, B=43
Color at (1490, 795): R=96, G=70, B=39
Color at (1490, 795): R=100, G=70, B=41
Color at (1490, 795): R=96, G=68, B=39
Color at (1490, 795): R=91, G=66, B=39
Color at (1490, 795): R=91, G=66, B=39
Color at (1490, 795): R=91, G=66, B=39
Color at (1490, 795): R=91, G=66, B=39
Color at (1490, 795): R=91, G=66, B=39
Color at (1490, 795): R=91, G=66, B=39
Color at (1490, 795): R=91, G=66, B=39
Color at (1490, 795): R=92, G=66, B=39
Color at (1490, 795): R=91, G=65, B=39
Color at (1490, 795): R=91, G=65, B=39
Color at (1490, 795): R=96, G=67, B=42
Color at (1490, 795): R=96, G=67, B=42
Color at (1490, 795): R=97, G=68, B=42
Color at (1490, 795): R=97, G=68, B=42
Color at (1490, 795): R=96, G=68, B=42
Color at (1490, 795): R=96, G=68, B=42
Color at (1490, 795): R=94, G=67, B=41
Color at (1490, 795): R=93, G=67, B=40
Color at (1490, 795): R=92, G=66, B=39
Color at (1490, 795): R=92, G=66, B=39
Color at (1490, 795): R=93, G=67, B=39
Color at (1490, 795): R=93, G=67, B=39
Color at (1490, 795): R=114, G=133, B=69
Color at (1490, 795): R=92, G=70, B=40
Color at (1490, 795): R=95, G=70, B=41
Color at (1490, 795): R=95, G=69, B=40
Color at (1490, 795): R=93, G=68, B=40
Color at (1490, 795): R=92, G=67, B=39
Color at (1490, 795): R=94, G=68, B=41
Color at (1490, 795): R=95, G=68, B=41
Color at (1490, 795): R=94, G=68, B=40
Color at (1490, 795): R=95, G=68, B=41
Color at (1490, 795): R=94, G=68, B=41
Color at (1490, 795): R=94, G=68, B=41
Color at (1490, 795): R=95, G=68, B=41
Color at (1490, 795): R=95, G=68, B=41
Color at (1490, 795): R=94, G=68, B=40
Color at (1490, 795): R=94, G=68, B=40
Color at (1490, 795): R=94, G=68, B=40
Color at (1490, 795): R=94, G=68, B=40
Color at (1490, 795): R=95, G=69, B=40
Color at (1490, 795): R=97, G=70, B=39
Color at (1490, 795): R=97, G=70, B=39
Color at (1490, 795): R=97, G=70, B=39
Color at (1490, 795): R=97, G=70, B=39
Color at (1490, 795): R=97, G=69, B=39
Color at (1490, 795): R=97, G=69, B=40
Color at (1490, 795): R=96, G=68, B=38
Color at (1490, 795): R=95, G=68, B=38
Color at (1490, 795): R=95, G=68, B=39
Color at (1490, 795): R=95, G=68, B=39
Color at (1490, 795): R=95, G=68, B=39
Color at (1490, 795): R=96, G=69, B=39
Color at (1490, 795): R=96, G=69, B=39
Color at (1490, 795): R=97, G=70, B=39
Color at (1490, 795): R=96, G=69, B=39
Color at (1490, 795): R=96, G=69, B=39
Color at (1490, 795): R=95, G=68, B=39
Color at (1490, 795): R=95, G=68, B=39
Color at (1490, 795): R=94, G=68, B=39
Color at (1490, 795): R=94, G=67, B=39
Color at (1490, 795): R=94, G=67, B=39
Color at (1490, 795): R=95, G=67, B=40
Color at (1490, 795): R=95, G=67, B=39
Color at (1490, 795): R=94, G=67, B=39
Color at (1490, 795): R=94, G=67, B=39
Color at (1490, 795): R=94, G=67, B=39
Color at (1490, 795): R=93, G=67, B=39
Color at (1490, 795): R=92, G=66, B=38
Color at (1490, 795): R=92, G=66, B=38
Color at (1490, 795): R=93, G=67, B=39
Color at (1490, 795): R=93, G=67, B=39
Color at (1490, 795): R=93, G=66, B=38
Color at (1490, 795): R=93, G=67, B=38
Color at (1490, 795): R=93, G=67, B=38
Color at (1490, 795): R=93, G=67, B=38
Color at (1490, 795): R=92, G=66, B=38
Color at (1490, 795): R=92, G=66, B=38
Color at (1490, 795): R=93, G=67, B=37
Color at (1490, 795): R=92, G=67, B=37
Color at (1490, 795): R=93, G=68, B=37
Color at (1490, 795): R=93, G=68, B=36
Color at (1490, 795): R=92, G=68, B=36
Color at (1490, 795): R=92, G=68, B=36
Color at (1490, 795): R=92, G=67, B=36
Color at (1490, 795): R=92, G=66, B=36
Color at (1490, 795): R=93, G=66, B=36
Color at (1490, 795): R=92, G=66, B=36
Color at (1490, 795): R=92, G=65, B=36
Color at (1490, 795): R=92, G=65, B=36
Color at (1490, 795): R=92, G=66, B=36
Color at (1490, 795): R=92, G=66, B=36
Color at (1490, 795): R=92, G=66, B=36
Color at (1490, 795): R=92, G=66, B=37
Color at (1490, 795): R=92, G=66, B=37
Color at (1490, 795): R=91, G=66, B=37
Color at (1490, 795): R=91, G=67, B=37
Color at (1490, 795): R=91, G=67, B=38
Color at (1490, 795): R=92, G=77, B=46
Color at (1490, 795): R=195, G=239, B=237
Color at (1490, 795): R=95, G=72, B=42
Color at (1490, 795): R=99, G=72, B=43
Color at (1490, 795): R=96, G=70, B=42
Color at (1490, 795): R=94, G=69, B=41
Color at (1490, 795): R=95, G=69, B=41
Color at (1490, 795): R=95, G=69, B=41
Color at (1490, 795): R=94, G=68, B=41
Color at (1490, 795): R=94, G=68, B=41
Color at (1490, 795): R=94, G=68, B=41
Color at (1490, 795): R=95, G=68, B=41
Color at (1490, 795): R=94, G=67, B=40
Color at (1490, 795): R=94, G=68, B=40
Color at (1490, 795): R=94, G=68, B=41
Color at (1490, 795): R=92, G=68, B=40
Color at (1490, 795): R=92, G=68, B=41
Color at (1490, 795): R=105, G=142, B=96
Color at (1490, 795): R=98, G=98, B=42
Color at (1490, 795): R=95, G=70, B=42
Color at (1490, 795): R=94, G=69, B=40
Color at (1490, 795): R=96, G=69, B=41
Color at (1490, 795): R=95, G=69, B=40
Color at (1490, 795): R=94, G=69, B=40
Color at (1490, 795): R=95, G=69, B=40
Color at (1490, 795): R=94, G=68, B=39
Color at (1490, 795): R=94, G=68, B=39
Color at (1490, 795): R=93, G=67, B=39
Color at (1490, 795): R=95, G=68, B=40
Color at (1490, 795): R=95, G=68, B=40
Color at (1490, 795): R=95, G=68, B=40
Color at (1490, 795): R=94, G=68, B=40
Color at (1490, 795): R=94, G=68, B=41
Color at (1490, 795): R=94, G=69, B=41
Color at (1490, 795): R=93, G=68, B=40
Color at (1490, 795): R=94, G=78, B=49
Color at (1490, 795): R=198, G=240, B=237
Color at (1490, 795): R=102, G=73, B=43
Color at (1490, 795): R=99, G=70, B=42
Color at (1490, 795): R=101, G=71, B=43
Color at (1490, 795): R=99, G=70, B=42
Color at (1490, 795): R=98, G=70, B=41
Color at (1490, 795): R=97, G=69, B=41
Color at (1490, 795): R=96, G=69, B=41
Color at (1490, 795): R=94, G=68, B=40
Color at (1490, 795): R=93, G=68, B=39
Color at (1490, 795): R=94, G=68, B=40
Color at (1490, 795): R=94, G=68, B=40
Color at (1490, 795): R=95, G=68, B=40
Color at (1490, 795): R=94, G=67, B=38
Color at (1490, 795): R=94, G=67, B=38
Color at (1490, 795): R=93, G=67, B=38
Color at (1490, 795): R=93, G=67, B=37
Color at (1490, 795): R=93, G=67, B=37
Color at (1490, 795): R=93, G=68, B=37
Color at (1490, 795): R=93, G=67, B=37
Color at (1490, 795): R=93, G=67, B=37
Color at (1490, 795): R=93, G=66, B=37
Color at (1490, 795): R=94, G=66, B=37
Color at (1490, 795): R=94, G=66, B=37
Color at (1490, 795): R=94, G=66, B=37
Color at (1490, 795): R=94, G=66, B=37
Color at (1490, 795): R=94, G=66, B=36
Color at (1490, 795): R=93, G=65, B=36
Color at (1490, 795): R=93, G=65, B=36
Color at (1490, 795): R=93, G=65, B=36
Color at (1490, 795): R=93, G=65, B=36
Color at (1490, 795): R=93, G=65, B=36
Color at (1490, 795): R=93, G=65, B=36
Color at (1490, 795): R=92, G=65, B=36
Color at (1490, 795): R=92, G=65, B=36
Color at (1490, 795): R=92, G=65, B=36
Color at (1490, 795): R=92, G=65, B=36
Color at (1490, 795): R=93, G=65, B=36
Color at (1490, 795): R=92, G=65, B=36
Color at (1490, 795): R=92, G=65, B=36
Color at (1490, 795): R=92, G=65, B=36
Color at (1490, 795): R=92, G=65, B=36
Color at (1490, 795): R=92, G=65, B=36
Color at (1490, 795): R=92, G=65, B=36
Color at (1490, 795): R=92, G=65, B=36
Color at (1490, 795): R=92, G=65, B=35
Color at (1490, 795): R=91, G=64, B=35
Color at (1490, 795): R=91, G=65, B=35
Color at (1490, 795): R=91, G=65, B=36
Color at (1490, 795): R=91, G=65, B=36
Color at (1490, 795): R=91, G=65, B=36
Color at (1490, 795): R=92, G=65, B=36
Color at (1490, 795): R=92, G=65, B=36
Color at (1490, 795): R=92, G=65, B=36
Color at (1490, 795): R=93, G=65, B=36
Color at (1490, 795): R=93, G=65, B=36
Color at (1490, 795): R=93, G=65, B=36
Color at (1490, 795): R=94, G=66, B=37
Color at (1490, 795): R=94, G=66, B=37
Color at (1490, 795): R=94, G=66, B=37
